,UID,movie,tag,rating,familiar,how_often,easy,how_long_ago,consistency,obj,subj,misc,genre,label,category
3311,277,Pulp Fiction (1994),action,5,5.0,5.0,4.0,2.0,1,0,0,0,1,3.0,genre
3312,998,Pulp Fiction (1994),action,5,5.0,4.0,4.0,,1,0,0,0,1,3.0,genre
3313,1128,Pulp Fiction (1994),action,5,5.0,5.0,,2.0,1,0,0,0,1,3.0,genre
3314,1317,Pulp Fiction (1994),action,3,5.0,4.0,4.0,3.0,0,0,0,0,1,3.0,genre
3315,1332,Pulp Fiction (1994),action,5,5.0,5.0,4.0,3.0,1,0,0,0,1,3.0,genre
3316,1381,Pulp Fiction (1994),action,5,5.0,4.0,4.0,2.0,1,0,0,0,1,3.0,genre
3317,1387,Pulp Fiction (1994),action,4,5.0,3.0,4.0,1.0,0,0,0,0,1,3.0,genre
3318,1397,Pulp Fiction (1994),action,5,5.0,2.0,4.0,4.0,1,0,0,0,1,3.0,genre
3319,1402,Pulp Fiction (1994),action,4,5.0,3.0,4.0,3.0,0,0,0,0,1,3.0,genre
3320,1401,Pulp Fiction (1994),action,5,5.0,5.0,4.0,3.0,1,0,0,0,1,3.0,genre
3321,1406,Pulp Fiction (1994),action,5,5.0,5.0,4.0,2.0,1,0,0,0,1,3.0,genre
3322,1407,Pulp Fiction (1994),action,4,5.0,4.0,4.0,1.0,0,0,0,0,1,3.0,genre
3323,307,Braveheart (1995),action,2,4.0,5.0,3.0,1.0,0,0,0,0,1,3.0,genre
3324,1060,Braveheart (1995),action,4,5.0,4.0,4.0,4.0,0,0,0,0,1,3.0,genre
3325,1063,Braveheart (1995),action,4,4.0,5.0,3.0,2.0,0,0,0,0,1,3.0,genre
3326,1128,Braveheart (1995),action,5,5.0,5.0,5.0,1.0,1,0,0,0,1,3.0,genre
3327,1167,Braveheart (1995),action,5,5.0,5.0,4.0,2.0,1,0,0,0,1,3.0,genre
3328,961,"Shawshank Redemption, The (1994)",action,2,5.0,5.0,3.0,1.0,1,0,0,0,1,3.0,genre
3329,1000,"Shawshank Redemption, The (1994)",action,2,4.0,4.0,4.0,2.0,1,0,0,0,1,3.0,genre
3330,1427,"Shawshank Redemption, The (1994)",action,2,5.0,3.0,5.0,2.0,1,0,0,0,1,3.0,genre
3331,1487,"Shawshank Redemption, The (1994)",action,3,5.0,5.0,4.0,4.0,0,0,0,0,1,3.0,genre
3332,1524,"Shawshank Redemption, The (1994)",action,1,5.0,5.0,1.0,3.0,0,0,0,0,1,3.0,genre
3333,1486,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),action,5,5.0,5.0,4.0,2.0,1,0,0,0,1,3.0,genre
3334,1508,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),action,3,5.0,5.0,3.0,2.0,0,0,0,0,1,3.0,genre
3335,1681,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),action,5,5.0,4.0,4.0,3.0,1,0,0,0,1,3.0,genre
3336,106,Star Wars: Episode IV - A New Hope (1977),plot twist,1,2.0,3.0,3.0,2.0,0,0,1,0,0,1.0,misc
3337,219,Star Wars: Episode IV - A New Hope (1977),plot twist,3,3.0,3.0,3.0,2.0,0,0,1,0,0,1.0,misc
3338,321,Star Wars: Episode IV - A New Hope (1977),plot twist,4,5.0,4.0,4.0,4.0,1,0,1,0,0,1.0,misc
3339,390,Star Wars: Episode IV - A New Hope (1977),plot twist,4,4.0,4.0,4.0,4.0,1,0,1,0,0,1.0,misc
3340,917,Star Wars: Episode IV - A New Hope (1977),plot twist,3,5.0,5.0,4.0,2.0,0,0,1,0,0,1.0,misc
3341,108,Star Wars: Episode V - The Empire Strikes Back (1980),plot twist,5,5.0,4.0,4.0,1.0,1,0,1,0,0,1.0,misc
3342,161,Star Wars: Episode V - The Empire Strikes Back (1980),plot twist,5,3.0,1.0,5.0,2.0,1,0,1,0,0,1.0,misc
3343,228,Star Wars: Episode V - The Empire Strikes Back (1980),plot twist,5,3.0,2.0,4.0,2.0,1,0,1,0,0,1.0,misc
3344,320,Star Wars: Episode V - The Empire Strikes Back (1980),plot twist,5,5.0,5.0,4.0,4.0,1,0,1,0,0,1.0,misc
3345,636,Star Wars: Episode V - The Empire Strikes Back (1980),plot twist,4,5.0,4.0,3.0,3.0,0,0,1,0,0,1.0,misc
3346,1122,Star Wars: Episode V - The Empire Strikes Back (1980),plot twist,4,1.0,2.0,4.0,2.0,0,0,1,0,0,1.0,misc
3347,1541,Star Wars: Episode V - The Empire Strikes Back (1980),plot twist,4,5.0,3.0,4.0,2.0,0,0,1,0,0,1.0,misc
3348,211,American Beauty (1999),plot twist,4,4.0,4.0,4.0,4.0,0,0,1,0,0,1.0,misc
3349,249,American Beauty (1999),plot twist,4,5.0,5.0,4.0,4.0,0,0,1,0,0,1.0,misc
3350,309,American Beauty (1999),plot twist,5,5.0,4.0,5.0,1.0,1,0,1,0,0,1.0,misc
3351,409,American Beauty (1999),plot twist,5,5.0,3.0,4.0,3.0,1,0,1,0,0,1.0,misc
3352,843,American Beauty (1999),plot twist,5,5.0,3.0,5.0,1.0,1,0,1,0,0,1.0,misc
3353,1381,American Beauty (1999),plot twist,5,5.0,5.0,4.0,3.0,1,0,1,0,0,1.0,misc
3354,1391,American Beauty (1999),plot twist,3,3.0,5.0,3.0,2.0,0,0,1,0,0,1.0,misc
3355,1397,American Beauty (1999),plot twist,3,5.0,5.0,2.0,4.0,0,0,1,0,0,1.0,misc
3356,1402,American Beauty (1999),plot twist,4,1.0,4.0,5.0,3.0,0,0,1,0,0,1.0,misc
3357,1401,American Beauty (1999),plot twist,2,5.0,5.0,3.0,3.0,0,0,1,0,0,1.0,misc
3358,1412,American Beauty (1999),plot twist,3,4.0,4.0,4.0,3.0,0,0,1,0,0,1.0,misc
3359,1456,American Beauty (1999),plot twist,5,5.0,5.0,5.0,4.0,1,0,1,0,0,1.0,misc
3360,288,Jurassic Park (1993),plot twist,5,,,2.0,3.0,0,0,1,0,0,1.0,misc
3361,678,Jurassic Park (1993),plot twist,3,4.0,3.0,3.0,4.0,0,0,1,0,0,1.0,misc
3362,986,Jurassic Park (1993),plot twist,2,5.0,5.0,4.0,4.0,1,0,1,0,0,1.0,misc
3363,1116,Jurassic Park (1993),plot twist,3,5.0,5.0,3.0,4.0,0,0,1,0,0,1.0,misc
3364,1383,Jurassic Park (1993),plot twist,2,5.0,4.0,4.0,1.0,1,0,1,0,0,1.0,misc
3365,1396,Jurassic Park (1993),plot twist,2,5.0,4.0,4.0,1.0,1,0,1,0,0,1.0,misc
3366,1399,Jurassic Park (1993),plot twist,2,5.0,2.0,4.0,1.0,1,0,1,0,0,1.0,misc
3367,1566,Jurassic Park (1993),plot twist,1,5.0,3.0,4.0,4.0,0,0,1,0,0,1.0,misc
3368,354,"Usual Suspects, The (1995)",plot twist,5,5.0,4.0,5.0,4.0,1,0,1,0,0,1.0,misc
3369,960,"Usual Suspects, The (1995)",plot twist,5,5.0,4.0,5.0,3.0,1,0,1,0,0,1.0,misc
3370,1045,"Usual Suspects, The (1995)",plot twist,5,5.0,5.0,5.0,2.0,1,0,1,0,0,1.0,misc
3371,1055,"Usual Suspects, The (1995)",plot twist,5,5.0,5.0,5.0,2.0,1,0,1,0,0,1.0,misc
3372,1060,"Usual Suspects, The (1995)",plot twist,5,5.0,4.0,5.0,3.0,1,0,1,0,0,1.0,misc
3373,1106,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),plot twist,5,5.0,5.0,4.0,1.0,1,0,1,0,0,1.0,misc
3374,1398,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),plot twist,5,1.0,1.0,4.0,2.0,1,0,1,0,0,1.0,misc
3375,1519,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),plot twist,5,4.0,4.0,3.0,3.0,1,0,1,0,0,1.0,misc
3376,1527,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),plot twist,3,,2.0,4.0,3.0,0,0,1,0,0,1.0,misc
3377,1549,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),plot twist,5,5.0,3.0,5.0,4.0,1,0,1,0,0,1.0,misc
3378,108,Star Wars: Episode VI - Return of the Jedi (1983),thought-provoking,2,5.0,3.0,4.0,1.0,1,0,0,1,0,2.0,subjective
3379,323,Star Wars: Episode VI - Return of the Jedi (1983),thought-provoking,2,3.0,2.0,3.0,4.0,1,0,0,1,0,2.0,subjective
3380,933,Star Wars: Episode VI - Return of the Jedi (1983),thought-provoking,1,4.0,5.0,3.0,4.0,0,0,0,1,0,2.0,subjective
3381,977,Star Wars: Episode VI - Return of the Jedi (1983),thought-provoking,5,5.0,5.0,4.0,3.0,0,0,0,1,0,2.0,subjective
3382,1016,Star Wars: Episode VI - Return of the Jedi (1983),thought-provoking,4,5.0,5.0,4.0,2.0,0,0,0,1,0,2.0,subjective
3383,256,"Matrix, The (1999)",thought-provoking,3,4.0,4.0,3.0,3.0,0,0,0,1,0,2.0,subjective
3384,636,"Matrix, The (1999)",thought-provoking,3,4.0,4.0,4.0,2.0,0,0,0,1,0,2.0,subjective
3385,863,"Matrix, The (1999)",thought-provoking,5,5.0,3.0,5.0,2.0,1,0,0,1,0,2.0,subjective
3386,950,"Matrix, The (1999)",thought-provoking,4,3.0,3.0,4.0,,0,0,0,1,0,2.0,subjective
3387,991,"Matrix, The (1999)",thought-provoking,5,4.0,4.0,5.0,1.0,1,0,0,1,0,2.0,subjective
3388,1171,"Matrix, The (1999)",thought-provoking,5,3.0,2.0,5.0,4.0,1,0,0,1,0,2.0,subjective
3389,1252,"Matrix, The (1999)",thought-provoking,5,5.0,5.0,4.0,4.0,1,0,0,1,0,2.0,subjective
3390,1486,"Matrix, The (1999)",thought-provoking,5,5.0,5.0,5.0,1.0,1,0,0,1,0,2.0,subjective
3391,327,Pulp Fiction (1994),thought-provoking,3,5.0,4.0,3.0,4.0,0,0,0,1,0,2.0,subjective
3392,1031,Pulp Fiction (1994),thought-provoking,4,5.0,4.0,4.0,2.0,0,0,0,1,0,2.0,subjective
3393,1109,Pulp Fiction (1994),thought-provoking,5,1.0,1.0,4.0,2.0,1,0,0,1,0,2.0,subjective
3394,1149,Pulp Fiction (1994),thought-provoking,4,4.0,3.0,4.0,,0,0,0,1,0,2.0,subjective
3395,1232,Pulp Fiction (1994),thought-provoking,5,5.0,5.0,4.0,2.0,1,0,0,1,0,2.0,subjective
3396,376,"Fugitive, The (1993)",thought-provoking,5,5.0,5.0,4.0,4.0,1,0,0,1,0,2.0,subjective
3397,1101,"Fugitive, The (1993)",thought-provoking,3,4.0,4.0,2.0,4.0,0,0,0,1,0,2.0,subjective
3398,1219,"Fugitive, The (1993)",thought-provoking,4,5.0,4.0,3.0,1.0,0,0,0,1,0,2.0,subjective
3399,1231,"Fugitive, The (1993)",thought-provoking,5,5.0,5.0,5.0,3.0,1,0,0,1,0,2.0,subjective
3400,1324,"Fugitive, The (1993)",thought-provoking,1,5.0,3.0,4.0,4.0,0,0,0,1,0,2.0,subjective
3401,391,Forrest Gump (1994),thought-provoking,5,1.0,2.0,5.0,2.0,1,0,0,1,0,2.0,subjective
3402,1027,Forrest Gump (1994),thought-provoking,5,5.0,5.0,4.0,3.0,1,0,0,1,0,2.0,subjective
3403,1028,Forrest Gump (1994),thought-provoking,4,5.0,4.0,2.0,4.0,0,0,0,1,0,2.0,subjective
3404,1387,Forrest Gump (1994),thought-provoking,3,5.0,5.0,3.0,2.0,0,0,0,1,0,2.0,subjective
3405,1396,Forrest Gump (1994),thought-provoking,2,5.0,3.0,4.0,3.0,0,0,0,1,0,2.0,subjective
3406,1599,Forrest Gump (1994),thought-provoking,5,5.0,5.0,4.0,4.0,1,0,0,1,0,2.0,subjective
3407,985,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),thought-provoking,4,4.0,4.0,4.0,4.0,0,0,0,1,0,2.0,subjective
3408,1132,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),thought-provoking,5,5.0,1.0,5.0,4.0,1,0,0,1,0,2.0,subjective
3409,1185,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),thought-provoking,5,5.0,5.0,4.0,2.0,1,0,0,1,0,2.0,subjective
3410,1214,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),thought-provoking,4,3.0,3.0,4.0,3.0,0,0,0,1,0,2.0,subjective
3411,1415,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),thought-provoking,2,4.0,5.0,2.0,4.0,0,0,0,1,0,2.0,subjective
3412,110,Mr. Holland's Opus (1995),artistic,4,5.0,4.0,4.0,4.0,0,0,0,1,0,2.0,subjective
3413,931,Mr. Holland's Opus (1995),artistic,5,5.0,4.0,5.0,4.0,1,0,0,1,0,2.0,subjective
3414,947,Mr. Holland's Opus (1995),artistic,3,1.0,,4.0,4.0,0,0,0,1,0,2.0,subjective
3415,975,Mr. Holland's Opus (1995),artistic,4,5.0,4.0,2.0,4.0,0,0,0,1,0,2.0,subjective
3416,984,Mr. Holland's Opus (1995),artistic,5,5.0,3.0,,4.0,1,0,0,1,0,2.0,subjective
3417,986,Mr. Holland's Opus (1995),artistic,5,5.0,1.0,5.0,4.0,1,0,0,1,0,2.0,subjective
3418,995,Mr. Holland's Opus (1995),artistic,5,5.0,4.0,,4.0,1,0,0,1,0,2.0,subjective
3419,991,Mr. Holland's Opus (1995),artistic,4,4.0,2.0,,4.0,0,0,0,1,0,2.0,subjective
3420,1311,Mr. Holland's Opus (1995),artistic,5,4.0,2.0,4.0,3.0,1,0,0,1,0,2.0,subjective
3421,253,Amadeus (1984),artistic,3,5.0,3.0,3.0,4.0,0,0,0,1,0,2.0,subjective
3422,277,Amadeus (1984),artistic,5,5.0,5.0,4.0,3.0,0,0,0,1,0,2.0,subjective
3423,401,Amadeus (1984),artistic,4,5.0,5.0,4.0,4.0,1,0,0,1,0,2.0,subjective
3424,952,Amadeus (1984),artistic,5,5.0,4.0,5.0,4.0,0,0,0,1,0,2.0,subjective
3425,995,Amadeus (1984),artistic,4,5.0,4.0,4.0,4.0,1,0,0,1,0,2.0,subjective
3426,1004,Amadeus (1984),artistic,4,5.0,4.0,4.0,4.0,1,0,0,1,0,2.0,subjective
3427,335,Pulp Fiction (1994),artistic,4,5.0,5.0,3.0,3.0,0,0,0,1,0,2.0,subjective
3428,994,Pulp Fiction (1994),artistic,5,4.0,3.0,5.0,1.0,1,0,0,1,0,2.0,subjective
3429,1045,Pulp Fiction (1994),artistic,5,5.0,5.0,5.0,1.0,1,0,0,1,0,2.0,subjective
3430,1111,Pulp Fiction (1994),artistic,3,5.0,4.0,3.0,3.0,0,0,0,1,0,2.0,subjective
3431,1231,Pulp Fiction (1994),artistic,5,5.0,5.0,5.0,4.0,1,0,0,1,0,2.0,subjective
3432,1456,Pulp Fiction (1994),artistic,5,5.0,5.0,5.0,3.0,1,0,0,1,0,2.0,subjective
3433,446,Star Wars: Episode VI - Return of the Jedi (1983),artistic,4,4.0,3.0,3.0,2.0,0,0,0,1,0,2.0,subjective
3434,636,Star Wars: Episode VI - Return of the Jedi (1983),artistic,4,4.0,5.0,4.0,3.0,0,0,0,1,0,2.0,subjective
3435,953,Star Wars: Episode VI - Return of the Jedi (1983),artistic,5,5.0,5.0,4.0,3.0,1,0,0,1,0,2.0,subjective
3436,1061,Star Wars: Episode VI - Return of the Jedi (1983),artistic,5,5.0,5.0,4.0,,1,0,0,1,0,2.0,subjective
3437,1103,Star Wars: Episode VI - Return of the Jedi (1983),artistic,5,5.0,5.0,5.0,2.0,1,0,0,1,0,2.0,subjective
3438,1106,Star Wars: Episode VI - Return of the Jedi (1983),artistic,2,3.0,3.0,5.0,2.0,0,0,0,1,0,2.0,subjective
3439,1537,Star Wars: Episode VI - Return of the Jedi (1983),artistic,5,4.0,4.0,5.0,2.0,1,0,0,1,0,2.0,subjective
3440,927,"Shawshank Redemption, The (1994)",artistic,4,5.0,4.0,4.0,2.0,0,0,0,1,0,2.0,subjective
3441,984,"Shawshank Redemption, The (1994)",artistic,3,5.0,3.0,3.0,3.0,1,0,0,1,0,2.0,subjective
3442,1111,"Shawshank Redemption, The (1994)",artistic,2,5.0,4.0,,2.0,0,0,0,1,0,2.0,subjective
3443,975,Independence Day (a.k.a. ID4) (1996),artistic,4,5.0,4.0,,,1,0,0,1,0,2.0,subjective
3444,991,Independence Day (a.k.a. ID4) (1996),artistic,2,4.0,2.0,4.0,3.0,0,0,0,1,0,2.0,subjective
3445,998,Independence Day (a.k.a. ID4) (1996),artistic,1,4.0,3.0,5.0,1.0,0,0,0,1,0,2.0,subjective
3446,994,Independence Day (a.k.a. ID4) (1996),artistic,3,4.0,3.0,,3.0,0,0,0,1,0,2.0,subjective
3447,1018,Independence Day (a.k.a. ID4) (1996),artistic,4,3.0,4.0,4.0,3.0,1,0,0,1,0,2.0,subjective
3448,1373,Independence Day (a.k.a. ID4) (1996),artistic,4,5.0,5.0,3.0,4.0,1,0,0,1,0,2.0,subjective
3449,1516,Independence Day (a.k.a. ID4) (1996),artistic,1,5.0,2.0,5.0,3.0,0,0,0,1,0,2.0,subjective
3450,110,Jurassic Park (1993),self discovery,5,5.0,5.0,5.0,1.0,1,0,1,0,0,1.0,misc
3451,393,Jurassic Park (1993),self discovery,3,4.0,2.0,4.0,4.0,0,0,1,0,0,1.0,misc
3452,1045,Jurassic Park (1993),self discovery,3,5.0,5.0,4.0,1.0,0,0,1,0,0,1.0,misc
3453,1144,Jurassic Park (1993),self discovery,4,3.0,3.0,4.0,4.0,0,0,1,0,0,1.0,misc
3454,1196,Jurassic Park (1993),self discovery,2,4.0,4.0,4.0,3.0,0,0,1,0,0,1.0,misc
3455,1199,Jurassic Park (1993),self discovery,1,4.0,3.0,5.0,1.0,0,0,1,0,0,1.0,misc
3456,1346,Jurassic Park (1993),self discovery,5,5.0,5.0,4.0,1.0,1,0,1,0,0,1.0,misc
3457,209,Billy Elliot (2000),self discovery,5,4.0,4.0,4.0,2.0,1,0,1,0,0,1.0,misc
3458,252,Billy Elliot (2000),self discovery,5,5.0,4.0,5.0,1.0,1,0,1,0,0,1.0,misc
3459,264,Billy Elliot (2000),self discovery,5,4.0,4.0,5.0,4.0,1,0,1,0,0,1.0,misc
3460,263,Billy Elliot (2000),self discovery,4,3.0,2.0,3.0,2.0,0,0,1,0,0,1.0,misc
3461,409,Billy Elliot (2000),self discovery,5,5.0,4.0,4.0,4.0,1,0,1,0,0,1.0,misc
3462,1466,Billy Elliot (2000),self discovery,4,3.0,3.0,4.0,2.0,0,0,1,0,0,1.0,misc
3463,1688,Billy Elliot (2000),self discovery,5,4.0,2.0,5.0,3.0,1,0,1,0,0,1.0,misc
3464,266,Into the Wild (2007),self discovery,5,5.0,,5.0,3.0,1,0,1,0,0,1.0,misc
3465,268,Into the Wild (2007),self discovery,5,4.0,3.0,5.0,2.0,1,0,1,0,0,1.0,misc
3466,278,Into the Wild (2007),self discovery,5,3.0,3.0,,1.0,1,0,1,0,0,1.0,misc
3467,288,Into the Wild (2007),self discovery,5,4.0,5.0,4.0,4.0,1,0,1,0,0,1.0,misc
3468,300,Into the Wild (2007),self discovery,3,2.0,2.0,2.0,2.0,0,0,1,0,0,1.0,misc
3469,321,Into the Wild (2007),self discovery,5,5.0,4.0,5.0,4.0,1,0,1,0,0,1.0,misc
3470,311,Into the Wild (2007),self discovery,5,2.0,2.0,4.0,1.0,1,0,1,0,0,1.0,misc
3471,371,Into the Wild (2007),self discovery,5,5.0,5.0,5.0,,1,0,1,0,0,1.0,misc
3472,1252,Into the Wild (2007),self discovery,5,5.0,5.0,5.0,2.0,1,0,1,0,0,1.0,misc
3473,1449,Into the Wild (2007),self discovery,4,5.0,4.0,3.0,2.0,0,0,1,0,0,1.0,misc
3474,1611,Into the Wild (2007),self discovery,5,4.0,3.0,4.0,1.0,1,0,1,0,0,1.0,misc
3475,278,Braveheart (1995),self discovery,4,3.0,3.0,4.0,2.0,1,0,1,0,0,1.0,misc
3476,984,Braveheart (1995),self discovery,1,5.0,1.0,4.0,4.0,0,0,1,0,0,1.0,misc
3477,987,Braveheart (1995),self discovery,4,5.0,5.0,4.0,3.0,1,0,1,0,0,1.0,misc
3478,1019,Braveheart (1995),self discovery,5,5.0,4.0,4.0,3.0,0,0,1,0,0,1.0,misc
3479,1055,Braveheart (1995),self discovery,2,5.0,3.0,4.0,4.0,0,0,1,0,0,1.0,misc
3480,961,Independence Day (a.k.a. ID4) (1996),self discovery,1,4.0,3.0,1.0,1.0,0,0,1,0,0,1.0,misc
3481,989,Independence Day (a.k.a. ID4) (1996),self discovery,1,5.0,2.0,4.0,4.0,0,0,1,0,0,1.0,misc
3482,993,Independence Day (a.k.a. ID4) (1996),self discovery,2,2.0,1.0,4.0,1.0,1,0,1,0,0,1.0,misc
3483,1027,Independence Day (a.k.a. ID4) (1996),self discovery,5,5.0,5.0,4.0,3.0,0,0,1,0,0,1.0,misc
3484,1026,Independence Day (a.k.a. ID4) (1996),self discovery,2,2.0,2.0,4.0,2.0,1,0,1,0,0,1.0,misc
3485,1214,"Shawshank Redemption, The (1994)",self discovery,3,4.0,4.0,3.0,3.0,1,0,1,0,0,1.0,misc
3486,111,"Matrix, The (1999)",insanity,3,5.0,5.0,4.0,3.0,0,0,1,0,0,1.0,misc
3487,775,"Matrix, The (1999)",insanity,5,4.0,4.0,,3.0,1,0,1,0,0,1.0,misc
3488,853,"Matrix, The (1999)",insanity,4,3.0,2.0,4.0,3.0,0,0,1,0,0,1.0,misc
3489,959,"Matrix, The (1999)",insanity,4,4.0,4.0,4.0,3.0,0,0,1,0,0,1.0,misc
3490,953,"Matrix, The (1999)",insanity,5,4.0,4.0,4.0,3.0,1,0,1,0,0,1.0,misc
3491,961,"Matrix, The (1999)",insanity,3,4.0,2.0,3.0,1.0,0,0,1,0,0,1.0,misc
3492,1686,"Matrix, The (1999)",insanity,5,3.0,4.0,4.0,3.0,1,0,1,0,0,1.0,misc
3493,228,Jurassic Park (1993),insanity,4,4.0,3.0,3.0,3.0,1,0,1,0,0,1.0,misc
3494,1025,Jurassic Park (1993),insanity,3,1.0,3.0,4.0,3.0,0,0,1,0,0,1.0,misc
3495,1111,Jurassic Park (1993),insanity,2,5.0,3.0,,2.0,0,0,1,0,0,1.0,misc
3496,1119,Jurassic Park (1993),insanity,2,4.0,4.0,3.0,1.0,0,0,1,0,0,1.0,misc
3497,1145,Jurassic Park (1993),insanity,4,4.0,2.0,5.0,2.0,1,0,1,0,0,1.0,misc
3498,1259,Jurassic Park (1993),insanity,5,5.0,2.0,5.0,3.0,0,0,1,0,0,1.0,misc
3499,1412,Jurassic Park (1993),insanity,1,5.0,2.0,5.0,1.0,0,0,1,0,0,1.0,misc
3500,1435,Jurassic Park (1993),insanity,1,4.0,2.0,5.0,1.0,0,0,1,0,0,1.0,misc
3501,232,Pulp Fiction (1994),insanity,3,5.0,1.0,4.0,2.0,0,0,1,0,0,1.0,misc
3502,1051,Pulp Fiction (1994),insanity,5,5.0,4.0,5.0,3.0,1,0,1,0,0,1.0,misc
3503,1106,Pulp Fiction (1994),insanity,2,2.0,2.0,3.0,2.0,0,0,1,0,0,1.0,misc
3504,1110,Pulp Fiction (1994),insanity,5,4.0,4.0,5.0,4.0,1,0,1,0,0,1.0,misc
3505,1312,Pulp Fiction (1994),insanity,3,5.0,2.0,4.0,4.0,0,0,1,0,0,1.0,misc
3506,254,Seven (a.k.a. Se7en) (1995),insanity,4,4.0,4.0,3.0,2.0,0,0,1,0,0,1.0,misc
3507,318,Seven (a.k.a. Se7en) (1995),insanity,5,5.0,5.0,5.0,2.0,1,0,1,0,0,1.0,misc
3508,433,Seven (a.k.a. Se7en) (1995),insanity,5,4.0,4.0,4.0,3.0,1,0,1,0,0,1.0,misc
3509,819,Seven (a.k.a. Se7en) (1995),insanity,4,5.0,5.0,4.0,3.0,0,0,1,0,0,1.0,misc
3510,942,Seven (a.k.a. Se7en) (1995),insanity,4,4.0,2.0,4.0,2.0,0,0,1,0,0,1.0,misc
3511,944,Seven (a.k.a. Se7en) (1995),insanity,5,3.0,3.0,4.0,3.0,1,0,1,0,0,1.0,misc
3512,320,Star Wars: Episode IV - A New Hope (1977),insanity,5,5.0,5.0,4.0,3.0,0,0,1,0,0,1.0,misc
3513,636,Star Wars: Episode IV - A New Hope (1977),insanity,4,4.0,4.0,4.0,3.0,0,0,1,0,0,1.0,misc
3514,952,Star Wars: Episode IV - A New Hope (1977),insanity,1,4.0,4.0,5.0,4.0,0,0,1,0,0,1.0,misc
3515,1103,Star Wars: Episode IV - A New Hope (1977),insanity,2,4.0,4.0,4.0,2.0,1,0,1,0,0,1.0,misc
3516,1111,Star Wars: Episode IV - A New Hope (1977),insanity,2,5.0,3.0,4.0,2.0,1,0,1,0,0,1.0,misc
3517,318,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),insanity,5,5.0,5.0,,3.0,1,0,1,0,0,1.0,misc
3518,775,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),insanity,5,4.0,4.0,4.0,2.0,1,0,1,0,0,1.0,misc
3519,988,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),insanity,5,5.0,2.0,5.0,3.0,1,0,1,0,0,1.0,misc
3520,1055,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),insanity,4,5.0,3.0,4.0,4.0,0,0,1,0,0,1.0,misc
3521,1131,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),insanity,5,5.0,3.0,5.0,4.0,1,0,1,0,0,1.0,misc
3522,114,Fight Club (1999),nonlinear,4,4.0,3.0,5.0,4.0,0,1,0,0,0,0.0,objective
3523,326,Fight Club (1999),nonlinear,4,4.0,4.0,4.0,2.0,0,1,0,0,0,0.0,objective
3524,372,Fight Club (1999),nonlinear,5,2.0,3.0,4.0,2.0,1,1,0,0,0,0.0,objective
3525,843,Fight Club (1999),nonlinear,5,5.0,2.0,5.0,3.0,1,1,0,0,0,0.0,objective
3526,956,Fight Club (1999),nonlinear,3,1.0,1.0,3.0,3.0,0,1,0,0,0,0.0,objective
3527,967,Fight Club (1999),nonlinear,3,4.0,2.0,3.0,3.0,0,1,0,0,0,0.0,objective
3528,252,Jurassic Park (1993),nonlinear,5,5.0,4.0,5.0,1.0,0,1,0,0,0,0.0,objective
3529,312,Jurassic Park (1993),nonlinear,3,5.0,5.0,3.0,4.0,0,1,0,0,0,0.0,objective
3530,382,Jurassic Park (1993),nonlinear,3,3.0,4.0,2.0,4.0,0,1,0,0,0,0.0,objective
3531,775,Jurassic Park (1993),nonlinear,4,4.0,4.0,4.0,2.0,1,1,0,0,0,0.0,objective
3532,819,Jurassic Park (1993),nonlinear,1,5.0,5.0,1.0,4.0,0,1,0,0,0,0.0,objective
3533,1429,Jurassic Park (1993),nonlinear,4,5.0,4.0,4.0,3.0,1,1,0,0,0,0.0,objective
3534,406,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),nonlinear,4,2.0,3.0,4.0,2.0,0,1,0,0,0,0.0,objective
3535,1056,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),nonlinear,5,5.0,4.0,5.0,4.0,1,1,0,0,0,0.0,objective
3536,1487,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),nonlinear,5,4.0,2.0,5.0,4.0,1,1,0,0,0,0.0,objective
3537,1660,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),nonlinear,5,4.0,2.0,4.0,4.0,1,1,0,0,0,0.0,objective
3538,1679,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),nonlinear,5,5.0,5.0,5.0,2.0,1,1,0,0,0,0.0,objective
3539,976,American Beauty (1999),nonlinear,4,3.0,4.0,4.0,2.0,1,1,0,0,0,0.0,objective
3540,975,American Beauty (1999),nonlinear,4,4.0,3.0,3.0,2.0,1,1,0,0,0,0.0,objective
