UID,tag,familiar,how_often,first,second,third
1001,quirky,5,5,weird,Crazy,Strange
1001,romance,5,1,mushy,Cheesy,love
1001,hallucinatory,3,2,Trippy,Weird,Confusing
1001,witty,5,5,Smart,Sharp,Quick
1001,sci-fi,5,4,Martians,Future,Lovecraft
1001,thriller,5,3,Jumpy,Exciting,Fast Paced
1001,film noir,3,2,Swanky,Slick,Classy
953,humorous,5,4,humor,fun,comedy
953,holocaust,3,2,sacrifice,suffering,killing
953,funny,4,5,funny,comedy,happy
953,insanity,4,4,Crazy,madness,craziness
953,bittersweet,4,3,bittersweet,acidulce,sweet
953,dystopia,3,3,extreme oppression,despair or deprivation,anti-utopia
953,sci-fi,4,5,Sci-fi, fantasy,fable
953,prison,4,4,confined,chained,imprisoned
953,overrated,4,5,maximized,exaggerated,valued
953,artistic,5,5,way,skill,talent
993,holocaust,5,5,death,sadness,genocide
993,comedy,5,4,funny,happy,laughter
993,robots,5,2,machine,circuits,AI
993,disturbing,4,2,scary,dark,horror
993,self discovery,2,1,adventure,happiness,hope
993,adventure,5,4,discovery,quest,monster
993,film noir,1,3,dark,crime,detective
993,inspirational,2,2,inspire,grow,worthy
993,hilarious,5,4,funny,laughter,comedy
991,violence,5,3,murder,gore,rape
991,thought-provoking,4,4,plot twist,analytical,deep thinking
991,film noir,1,2,different,stylish,genre
991,adventure,5,5,action,hero,journey
991,original,5,4,new,one of a kind,different
991,futuristic,4,4,space,science fiction, supernatural
991,pirates,5,4,thieves,gold,ships
991,unique,5,4,different ,new,one of a kind
991,artistic,4,2,awards,talent,masterpiece
1003,existentialism,3,2,Acting freely,Independent ,Free thinking 
1003,india,4,2,Country ,Taj mahal,Spicy
1003,humorous,5,5,Laugh,Smiling ,Noise
1003,predictable,5,2,Knows what’s gonna happen ,As expected ,Anticipating 
998,comic book,5,4,campy,action,superhero
998,witty,5,5,clever,fun,make me laugh
998,existentialism,2,1,philosophy,complex,difficult to understand
998,action,5,4,violence,fighting,fast cuts
998,film noir,2,1,atmospheric,40's,black and white
998,fantasy,5,5,other races,unrealistic,light entertainment
998,thriller,4,2,action,danger,serial killer
998,artistic,4,3,foreign,indie,pretentious
998,comedy,5,5,laughter,funny,screwball
998,serial killer,5,2,violence,danger,scary
992,comedy,5,4,fun,entertainment,happy
992,dystopia,4,4,heaven,eden,fantasyland
992,film noir,4,4,film,picture,movie
992,india,4,5,Incredible,nature,awesome
992,world war ii,4,5,fight,wound,death
992,comic book,3,5,humorous ,funny,absurd
992,surreal,5,3,unreal,unusual,weird
992,atmospheric,5,5,ambience,aura,climatem
992,satire,5,4,mockery,ridicule,scorn
992,psychological,3,5,mental,emotional,cerebral
1000,action,4,4,fast,volatile,confrontative
1000,hallucinatory,5,2,imaginary,illusionary,not real
1000,space,5,4,universe,outer space,multi-dimensional
1000,culture clash,4,2,opposing cultures,different backgrounds,different beliefs
1000,musical,5,4,many songs,talented singers,many musical pieces
1000,atmospheric,1,-1,feeling,environment,conditions
1000,humorous,5,4,funny,lots of jokes,lighthearted
1000,twists & turns,4,4,unexpected,shift in direction,turn in plot
1000,world war ii,5,2,2nd world war,1938-1945,germany
997,hallucinatory,4,4,Imaginative,creative,crazy
997,horror,5,1,scary,terror,evil
997,witty,3,3,intelligent,smart,interessant
997,end of the world,5,3,end of the days,disaster,calamity
997,sci-fi,5,3,fiction,non-real,alter reality
997,existentialism,5,4,self-knowledge,thoughtful,makes you think
997,serial killer,5,2,bandits,muder,assassins with mental disorder
997,space,5,3,rockets,UFO,ET
997,steampunk,4,2,old but technologic,copper gadgets,madmax
997,robots,5,3,Machine,Artificial Intelligence,Human alike
1008,atmospheric,3,2,flying,gravity,sound effects
1008,suspense,3,2,fear,waiting,unsure
1008,twist ending,5,3,surprise,unexpected,shock
1008,musical,-1,5,fun,light,colorful
1008,twists & turns,4,3,adrenaline,action,fast
1008,humorous,5,5,fun,funny,hillarious
1008,space,4,3,galaxy,science fiction,stars
1008,superhero,5,5,adventure,comics,hero
1008,end of the world,2,2,apocalypse,tragic,fear
1008,hallucinatory,2,2,travel,sensation,psycotic
1004,bittersweet,5,3,memories,failed romance,feelings
1004,stupid,5,2,dull,annoying,brainless
1004,quirky,4,3,peculiar,strange,unusual
1004,film noir,5,5,plot,intrigue,death
1004,robots,5,3,machines,artificial intelligence,metal
1004,witty,4,4,innovative,ingenous,entertaining
1004,artistic,5,4,creative,expressive,aesthetic
1004,adventure,5,4,risk,chance,quest
1017,suspense,5,5,SCARED,EAGER,UNEXPECTED
1017,action,5,5,EXCITING,THRILLING,INTERESTING
1017,bittersweet,5,5,UNEXPECTED,LOSING,SADNESS
1017,dystopia,-1,-1,WAR,BAD,CHILDREN
1017,psychological,5,5,MINDSET,BIPOLAR,MENTAL
1017,space,5,5,LONG,SILENCE,BREAKS
1017,serial killer,5,5,BLOOD ,DEATH ,MENTAL
1017,overrated,5,5,SUBLIMINAL,REPITITIOUS,PLOT
1017,visually appealing,5,5,CHARACTER,MODELS,WOMEN
1017,violence,5,5,WAR,SOLDIER,DRUGS
1016,surreal,3,3,weird  ,odd ,different 
1016,aliens,5,3,space ,extraterrestrial,monster
1016,serial killer,5,4,white man ,death ,murder 
1016,thought-provoking,5,5,thinking ,interesting ,googling ending theories  
1016,inspirational,5,5,feel good ,influential,motivating 
1016,end of the world,5,4,aliens ,weather going crazy,Armageddon
1016,visually appealing,5,5,beautiful ,Aesthetically pleasing,easy on the eyes 
1016,suspense,5,5,anxiety ,stressful,dramatic 
1016,sci-fi,5,5,space ,aliens ,space ship 
1016,martial arts,5,5,Jackie Chan ,fighting  ,Asian 
1018,musical,4,3,light,fun,passionate
1018,robots,3,2,steel,stiff,cold
1018,witty,3,4,fun,clever,smile
1018,prison,4,3,cold,scary,small
1018,documentary,4,3,interesting,educational,dry
1018,aliens,3,3,creepy,scary,slimy
1018,film noir,3,4,independent,unique,small
1018,artistic,3,4,fancy,creative,unique
1018,twists & turns,4,4,clever,anticipation,suspense
994,disturbing,5,3,Muddle ,Confuse,Horror
994,space,5,4,Galaxy,sci-fi,alien
994,bittersweet,1,2,Diverse,Various,unrecognized
994,twist ending,4,4,unexpected,abrupt,knockdown
994,robots,5,5,sci-fi,Futuristic,Artificial intelligence
994,overrated,3,2,Overstimate,exaggerated,overestimated
994,artistic,4,3,creative,masterpiece,chef d'oeuvre
994,atmospheric,1,2,exciting,breathtaking,climax
994,justice,4,4,Criminal,thriller,judgment
1025,visually appealing,4,5,pretty,awe,special
1025,suspense,4,3,emotional,intense,on edge
1025,time travel,4,2,futuristic,special effects,interesting
1025,documentary,5,5,informational,educational,one subject
1025,comic book,4,3,funny,action packed,escape
1025,justice,4,3,protagonist,evil,applaud
1025,end of the world,5,2,special effects,action packed,destroy
1025,insanity,1,3,crazy,action,insane
1025,funny,5,5,comedy,laugh,fun
1021,violence,5,2,kill,torture,blood
1021,superhero,5,4,superman,fantastic,fliyng
1021,space,5,5,moon,stars,hiperspace
1021,aliens,5,4,ufo,planets,speed
1021,tense,4,2,attention,horror,warning
1021,robots,5,5,mechanic,not real,automatic
1021,humorous,4,4,iena ridens,laughter,comic
1021,thriller,3,3,yellow,suspance,kill
1021,nonlinear,2,2,strange,not right,out of head
1021,disturbing,2,2,very strange,abnormal,not right
1019,self discovery,5,4,introspection,self-contemplation,look inside
1019,philosophical,5,5,erudite,stoical,analytical
1019,boring,5,3,tedious,monotonous,tiresome
1019,futuristic,5,5,modernistic,advanced,visionary
1019,end of the world,5,5,armageddon,apocalypse,holocaust
1019,suspense,5,3,tension,uncertainty,doubt
1019,comedy,5,3,hilarious,humorous,comic
1019,social commentary,5,4,social analysis,social critique,public criticism
1027,art house,5,5,building,where,art is shown
1027,mafia,-1,-1,closed,group,people
1027,witty,5,5,droll,funny,comic
1027,thought-provoking,5,5,intersting,proactive,stimulating
1027,philosophical,5,5,calm,composed,cool
1027,self discovery,5,5,guided,self questioning,examination
1027,futuristic,5,5,visionary,ultaneeded,avant graded
1027,hilarious,-1,-1,comic,funny,humorous
1027,romance,5,5,love,together,relationship
1020,aliens,3,2,space,super powers,travel
1020,adventure,5,4,jungle,historical,travel
1020,futuristic,4,3,dystopian,technology,apocolypse
1020,comedy,5,5,slapstick,laughter,irony
1020,art house,2,2,independent,pretenious,surreal
1020,drugs,3,2,death,poverty,forgetfulness
1020,nonlinear,5,3,complex,fragmented,mysterious
1020,surreal,4,2,hard to understand,artistic,strange
1020,existentialism,5,3,uncertainty,fear,understanding
1020,twist ending,5,4,shock,breadcrumbs,death
1028,historical,5,3,period peice,another era,long ago
1028,thought-provoking,5,4,stimulating,dilemma,alternate viewpoint
1028,philosophical,5,4,has meaning,deep,involving thoughts and values
1028,nonlinear,4,-1,jumping around in time,forward and backward views,confusing
1028,romance,5,2,sappy,meaningless,emotional
1028,dystopia,5,4,alternate future,societal collapse,unforeseen challenges
1026,existentialism,3,3,live,meaning,human
1026,stylized,3,3,action,computer,image
1026,action,5,5,violence,guns,man
1026,inspirational,3,2,emotion,true,feelings
1026,social commentary,2,2,society,family,human
1026,justice,4,4,true,fair,law
1026,quirky,3,4,strange,irrational,funny
1026,original,5,5,true,real,history
1026,futuristic,5,4,space,software,fantasy
1026,self discovery,2,2,time,family,feelings
1032,historical,5,2,past,lessons,knowledge
1032,twists & turns,2,2,excitement,thrills,fun
1032,tense,5,3,nervous,scary,afraid
1032,aliens,3,4,terror,fear,scared
1032,inspirational,2,2,love,joy,fun
1032,overrated,5,-1,boring,unfunny,dumb
1032,satire,3,4,unsure,unsure,unsure
1032,funny,4,2,laughs,comdy,joy
1032,suspense,4,4,thrills,surprises,adventure
1032,boring,5,4,blah,undifferent,sleepy
1031,thriller,4,4,Suspense,Mystery,scary
1031,historical,5,5,war ,pioneer,old west
1031,philosophical,5,4,thought provoking,puzzling,beliefs
1031,visually appealing,4,4,scenery,action,special effects
1031,violence,5,5,crime ,war,murder
1031,thought-provoking,5,4,beliefs,puzzling,philosophical
1031,drugs,5,2,crime,mayhem,despair
1031,comic book,5,2,fatasy,super hero,villians
1031,sci-fi,5,2,space,future,alternate reality
1031,serial killer,5,2,Manson,Zodiac,murder
1040,atmospheric,3,3,Music ,Movie scene,Picture
1040,great soundtrack,5,4,Music,Great,Memorable
1040,drama,5,5,Movie,Memorable ,Story
1040,justice,4,4,Meaning of justice,Justice system,Ethic
1040,comedy,5,5,Smile,Fun,Laugh
1040,thriller,3,3,Movie,Book,Suspance
1040,holocaust,1,1,Jews,Second world war,Nazis
1040,twist ending,5,4,Movie,Story,Surprise
1040,boring,3,3,Situation,Movie,Book
1040,dystopia,3,3,Concept ,Future,Story
1029,justice,4,4,Fair,Hero,Savior
1029,thriller,3,3,Horror,Drama,Film
1029,futuristic,5,5,Space,Starships,Flying cars
1029,tense,4,4,Horror,Soundtrack,Impressive
1029,twist ending,4,4,Unexpected,Good story ,Good ending
1029,existentialism,3,3,Who am I?,Why should I do this?,Why do I exist? 
1029,comedy,5,5,Funny,Laugh,Cool
1029,suspense,4,4,Afraid,Fear,Impressive 
1029,visually appealing,5,5,CGI,Special effects,Amazing visual 
1029,great soundtrack,5,5,Rhythm,Listening,Memorable
1039,space,4,4,moon,planets,astroids
1039,religion,5,4,pray,god,faith
1039,prison,5,4,criminal,jail,lockdown
1039,social commentary,4,4,talking,engaging,whitty
1039,thriller,5,4,surprise,scary,suspence
1039,action,5,4,guns,fast,bloody
1039,fantasy,5,4,make believe,far fetched,romance
1039,justice,5,4,lawyer,trial,sentence
1038,western,5,5,coreano,asia,japão
1038,robots,-1,2,tecnologia,moderno,sofisticado
1038,visually appealing,5,5,bonito,chamativo,colorido
1038,inspirational,5,5,drama,aventura,superação
1038,twists & turns,-1,-1,mudanças,ação,aventura
1038,justice,5,5,correto,certo,bom
1038,fantasy,5,5,bruxos,animação,desenhos
1038,dystopia,5,5,ficção,irrreal,nerd
1038,suspense,5,5,medo,morte,grito
1038,great soundtrack,5,5,musica,classica,teatral
1045,social commentary,5,5,Society,Critique,Opinion
1045,space,5,5,Astronaut,Stars,Moon
1045,art house,5,5,Different,Unique,Independent
1045,self discovery,5,5,Coming of Age,Grow,Older
1045,artistic,5,5,Different,Atypical,Special
1045,twists & turns,5,5,Suprise,Different,Unexpected
1045,adventure,5,5,Travel,Trip,Places
1045,plot twist,5,5,Shock,Surprise,Unique
1045,comedy,5,5,Funny,Laugh,Hilarious
1045,drugs,5,5,Weed,Cocaine,Heroin
1044,justice,5,4,punishment,validation,law
1044,animation,5,4,Disney,ink and paint,Pixar
1044,mafia,5,2,crime bass,New York,the Godfather
1044,visually appealing,5,4,colorful,breathtaking,a feast for the eyes
1044,original,5,3,the first one,the only one,basic
1044,great soundtrack,5,2,symphony,orchestra,conductor
1044,philosophical,5,3,thoughtful,thought-provoking,deep
1044,dystopia,5,3,futuristic,ruthless,dark
1051,psychological,5,5,Thriller,Mindbending,Thought provoking
1051,dystopia,5,5,Apocolyptic,Adventure,Disaster
1051,unique,5,2,Oddball,Different,Challenging
1051,funny,5,5,Comedy,HIlarious,Laugh
1051,war,5,4,Action,Fight,Enemy
1051,hilarious,5,5,Comedy,Laugh,Slapstick
1051,justice,5,3,Prevail,Satisfying,Good
1051,insanity,5,4,Wacky,Offkilter,Odd
1051,existentialism,5,3,Unique,Critical,Metaphorical
1051,mafia,5,2,Gang,Violence,Action
1052,adventure,5,3,Fighting,Quest,Saga
1052,martial arts,3,1,Chinese,Japanesse,Fighting
1052,surreal,1,1,Fake,False,Untrue
1052,visually appealing,2,3,Drama,Color,Image
1052,drama,5,5,Crying,Love,Redemption
1052,humorous,4,4,Laughing,Smile,Funny
1052,atmospheric,1,1,Fog,Snow,Rain
1055,great soundtrack,5,5,Theatrical ,Thrilling,Engrossing 
1055,insanity,5,3,Crazy ,Weird ,Unpredictable 
1055,original,5,4,Never been done,New,Trail blazing 
1055,twists & turns,5,4,Unpredictable ,Unforeseen ,Unbelievable 
1055,plot twist,5,5,Crazy turn of events,Unforeseen ,Unbelievable 
1055,tense,5,4,Scary,Strained,Foreboding 
1055,psychological,5,4,Mental,Cerebral,Intellectual 
1055,mockumentary,5,4,Mimic,Imitarion,Psuedo
1055,humorous,5,5,Funny ,Light,Comedic
1055,self discovery,5,3,Analysis ,Exploration,Encounter 
1057,bittersweet,3,2,sweet,bitter,acid
1057,justice,5,5,law,rights,guilty
1057,stylized,4,4,fashion,nonrealistic,style
1057,comic book,3,3,kids,funny,colorfull
1060,action,5,4,explosions,guns,death
1060,christmas,5,2,Snow,Santa,Presents
1060,futuristic,5,4,Crazy,Aesthetic,Trippy
1060,plot twist,5,4,Didn't see that coming,Holy shit,Oh my god
1060,nonlinear,4,4,Wild,Confusing,Open
1060,justice,5,2,Crime,Criminals,Homicide
1060,quirky,5,5,Weird,Goofy,Funny
1060,satire,5,5,Funny,Joke,Troll
1062,quirky,5,5,bizarre,strange,odd
1062,adventure,5,2,dynamic,development ,twist
1062,psychological,5,4,deep,subconscious,personalities 
1062,original,4,5,new,fresh,not ordinary
1063,action,4,5,fast paced,fight sceens,car chases
1063,boring,5,2,long,not interesting,drags on
1063,war,5,4,weapons,fighting,agression
1063,psychological,3,4,thinking movie,plot twists,not what it seems
1056,hallucinatory,4,1,psichology,horror,not for everyone
1056,nonlinear,5,4,stimulating,quantum mechanic,inception
1056,humorous,5,3,adam sandler,leslie nielsen,funny
1056,inspirational,5,4,that improves the morale,world cup soccer,good news
1056,sci-fi,5,5,star wars,star trek,future
1056,boring,5,1,romance,war movies,sleep
1056,quirky,2,1,peculiar,strange,different
1056,bittersweet,1,1,memories,citrus,orange
1056,justice,5,3,court,superheroes,laws
1056,violence,5,2,war,thriller,weapon
1066,stupid,5,2,Dumb,Unintelligent ,Moronic
1066,visually appealing,4,3,Beautiful ,Striking,Aesthetically pleasing
1066,culture clash,4,3,Sensitivity,Fish out of water,Discordant 
1066,aliens,5,3,Foreign,Other worldly,Different 
1066,stylized,3,3,Decorated,Posed,Staged
1066,surreal,4,3,Artistic,Different,Unrealistic 
1066,mockumentary,5,4,Funny,Sarcastic,Ironic
1066,sci-fi,5,2,Other worldly,Dystopian ,Fantastic
1066,thriller,5,4,Exciting,Suspenseful ,Heart pounding
1066,plot twist,5,4,Didn’t see it coming,Surprise,Unexpected 
1061,hilarious,5,5,funny,laughs,comedy
1061,film noir,-1,-1,police,romance,movie
1061,artistic,5,5,art,personality,unique
1061,twist ending,5,5,plot twist ,unespected,breathtaking
1061,cyberpunk,5,5,technology ,futuristic,peculiar
1061,bittersweet,5,5,sad and happy ,real ,drama
1061,quirky,4,4,peculiar,different,unusual
1061,dystopia,4,4,anomalous,desperate fiction ,unreal
1061,historical,5,3,real,facts ,history
1061,nonlinear,5,5,scrambled ,timeless ,doesn't follow a timeline
1083,drugs,2,2,addiction,unhealthy,illness
1083,inspirational,4,5,funny,dreamy,pleasant
1083,psychological,3,4,drama,heavy,dull
1084,hilarious,5,3,funny,happiness,laughs
1084,war,5,2,conflict,blood,warriors
1084,witty,2,2,spiritual,mental,clever
1084,original,5,5,unique,cool,different
1084,drugs,5,4,overdose,trip,marijuana
1084,visually appealing,5,4,beaufiful,magnificent,greatness
1084,serial killer,5,4,murderer,rapist,blood
1084,steampunk,3,2,old fashioned,retro,costume
1084,quirky,4,4,strange,original,funny
1092,mafia,2,3,Boss,Gun,Do or Die
1092,psychological,4,4,Psychopath,mental disorder,Psychology
1092,serial killer,5,5,murder,zodiac,death
1092,satire,2,2,sarcasm,parody,slapstick
1092,superhero,5,3,superman,batman,character
1092,end of the world,4,2,doomsday,fate,destiny
1092,great soundtrack,3,2,music,audio,film
1092,humorous,2,2,slapstick,funny,hilarious
1092,violence,5,5,force,bloodshed,crime
1092,visually appealing,2,2,sexy,vision,charming
1096,historical,3,4,past,story telling,remember
1096,bittersweet,4,5,sad but true,twist,reality
1096,martial arts,5,3,fight,respect,karate
1096,fantasy,5,5,imaginnation,story,book
1099,predictable,5,5,forecast,future,event
1099,mafia,5,5,pizzo,padrino,italy
1099,bittersweet,4,4,sensation,feeling,heart
1099,musical,5,5,movie,high school musical,singing
1103,twists & turns,4,4,change,surprise,shock
1103,comic book,5,5,nerd,superhero,laugh
1103,artistic,5,5,beauty,art,painting
1103,stylized,4,5,style,make-up,design
1103,insanity,4,4,crazyness,fight,unorganized
1103,humorous,5,5,laugh,comic,happy
1103,historical,5,5,knowledge,books,philosophy
1103,romance,5,5,heart,love,happiness
1103,disturbing,4,4,crazy,violence,fear
1106,artistic,3,3,Closed,Niche,Boring
1106,psychological,5,-1,Tense,Thinking,Scary 
1106,thriller,2,3,Nerves,Tense,Twist 
1106,mafia,3,2,Crime,Italian,Group
1106,hallucinatory,-1,2,Trippy,DreM,Loss
1106,inspirational,3,2,Hope,Trial,Truth
1106,historical,5,3,Acxurate,Atory,Adversity 
1106,insanity,2,2,Brain,Mind,Want
1106,hilarious,5,3,Joke,Gag,Laugh
1106,plot twist,5,5,Unknown,Trick,Trap 
1109,dystopia,5,4,reverse,oppose,unreal
1109,steampunk,5,5,steam,vitorian,technology
1109,great soundtrack,2,3,music,sound,nstrument
1109,thought-provoking,1,1,bad,mad,crazy
1109,comedy,4,4,funny,laught,fun
1101,quirky,4,4,eccentric,unconventional,free-spirited
1101,war,5,3,conflict,dispute,debate
1101,psychological,4,4,emotional,intelectual,inner
1101,boring,5,2,repetitive,unexciting,characterless
1101,great soundtrack,5,5,emotional music,The Bodyguard,best movie soundtrack
1101,thought-provoking,4,4,stimulating,inspiring,seductive
1101,existentialism,2,2,philosophical theory,people are free agents,have control over their actions
1101,tense,4,4,nervousness,rigid,tense with excitement
1101,twists & turns,3,3,twirl,zigzag,bend
1101,funny,5,5,amusing,comic,entertaining
1111,social commentary,4,3,justice,allegory ,equality 
1111,war,5,2,fighting,battle,soldier
1111,adventure,5,3,journey,eventful,action
1111,comic book,5,3,hero,villian,superpowers 
1111,insanity,5,3,ill,confused,violent
1111,artistic,5,4,important,unique,interesting 
1111,justice,5,2,law,fairness,courtroom
1114,overrated,4,5,to much,overwhelmed ,alot 
1114,environmental,5,5,setting,area,location 
1114,tense,5,5,pinched,strength ,feeling
1114,dystopia,5,5,feeling,not sure,not sure 
1114,bittersweet,5,5,salt,taste,salt
1114,film noir,5,5,error ,produce,movie
1114,violence,5,5,action,tense,gore
1114,hilarious,5,5,funny,momment,smile
1114,historical,5,5,events,memory,past
1114,twists & turns,5,5,movment,body,stretch 
1113,drama,5,5,comedy,action,buzz
1113,predictable,5,5,forseen,expected,certain
1115,overrated,5,5,cliche,too much cgi,box office
1115,martial arts,4,2,bruce lee,jason statham,ucm
1115,thriller,4,3,terror,not sacry,5/10
1115,mafia,5,3,blood,guns,al pacino
1115,time travel,5,3,i could do better,if time travel exist,back to the future
1115,twists & turns,5,4,old school,marvel,james cameron
1115,mystery,5,4,atlantida,unknown,new school
1115,culture clash,5,4,star wars,avatar,twilight
1115,stylized,5,5,twilight,ucm,super heroes movies
1115,animation,2,2,disney,pixar,cars
1117,philosophical,4,4,calm,cool,collected
1117,mafia,4,5,gang,crime ,drugs
1117,original,4,5,authentic ,real,actual
1117,romance,5,4,love,mystery ,cool
1117,suspense,4,4,anxiety,eager,uneasy
1118,quirky,5,-1,Squirk,Quickly,Quack
1118,hilarious,4,5,Funny,Comedy,Joy
1118,historical,4,5,Past,Old,Memory
1118,hallucinatory,4,5,Illustration,Fantasy,Imagine
1118,mafia,4,5,Mastermind,Leader,Boss
1118,serial killer,4,-1,Villain,Crime,Enemy
1118,twists & turns,4,5,Left,Right,Around
1118,fantasy,4,5,Vision,Imaginary,Another world
1118,great soundtrack,4,5,Jazz,Pop,Rock
1116,tense,5,5,suspenseful ,dramatic,serious
1116,film noir,4,4,moody,dark,mystery
1116,space,5,4,science fiction,unknown,exploration
1116,plot twist,5,5,surprise ending,unpredictable,tricky
1116,funny,5,3,comedy,irreverent ,hysterical 
1116,unique,5,5,indie,not ordinary,individual
1116,justice,5,3,legal,police,court system
1116,war,5,4,action,death,strategy
1116,dystopia,5,4,future,science fiction,bleak
1116,hilarious,5,5,funny,laughter,comedy
1120,justice,5,5,belief ,fairness,top order
1120,inspirational,5,5,breathtaking,courageous,brave
1120,great soundtrack,4,4,soothness,calmness,beat
1119,end of the world,5,5,Apocalypse,Destruction,Tragedy
1119,stylized,4,2,Different,Out of the ordinary,interesting
1119,insanity,4,4,Craziness,hard to understand,mental illness
1119,time travel,5,5,change,conflit,surprises
1119,twists & turns,4,5,surprise,unexpected,unbelievable
1110,insanity,4,4,brain,mental,far out
1110,violence,4,3,sadism,law,roughness
1110,quirky,5,5,eccentric,irregular,broken
1110,tense,4,4,serious, nervousness,high-strung
1110,prison,5,4,jail,crime,lock up
1110,twists & turns,5,4,zigzags,weaves,squiggles
1110,great soundtrack,5,5, reality ,interesting,scale
1110,fantasy,5,5,imagine, impression,adventure
1110,mystery,5,5,puzzling,examination, logic
1110,war,5,4,quarrel,grapple,tear
1128,psychological,5,5,tense,drama,smart
1128,romance,5,5,love,affection,good
1128,quirky,5,3,weird,geek,nerd
1128,stylized,5,3,different,personal,style
1128,hilarious,5,4,funny,laugh,smart
1128,art house,5,3,quirky,smart,indie
1128,holocaust,5,5,jew,death,suffer
1128,action,5,5,quick,tense,urge
1122,culture clash,2,-1,xenophobia ,nazism ,ignorance 
1122,nonlinear,4,4,turnaround ,dynamic ,interesting
1122,mockumentary,1,2,tale,horror storys,fable
1122,social commentary,4,5,Black people rights,Feminism,Fight for equality 
1122,time travel,4,2,Science fiction,time machine,antiquity
1122,psychological,3,2,psychological horror ,convincing ,internal problems 
1122,great soundtrack,4,3,spotify,youtube,good music
1122,plot twist,1,2,Mind blowing,surprise,unpredictable
1122,mafia,5,4,alcapone,family war,guns
1130,comic book,5,5,drawing,superhero,marvel
1130,hallucinatory,5,5,drug,drug,drug
1130,film noir,5,5,cop,old,old
1130,twist ending,5,5,6th sense,spoiler,awesome
1130,christmas,5,5,end of the year,snow,fall
1130,boring,5,5,long movie,long movie,long movie
1130,aliens,5,5,alien,alien 2, alien 3
1130,predictable,5,5,bio,historic movie,real story
1130,unique,5,5,masterclass,oscar,awesome
1130,nonlinear,5,5,usual suspect,surprise,cool
1131,serial killer,5,3,Charlie Manson,MindHunter,Hannibal Lector
1131,war,5,2,Iraq,Vietnam,army
1131,prison,5,2,Orange is the New Black,jail,criminal
1131,stylized,5,3,Wes Andersen,slick,acting
1131,animation,5,3,Disney,Soul,Japanese
1131,insanity,5,3,Horse Girl,psychiatry,schizophrenia
1131,hallucinatory,5,2,I've Been Thinking of Ending Things,tripping,visuals
1131,drama,5,5,tense,thriller,relationships
1131,quirky,5,4,interesting,plot,not genre
1131,martial arts,5,2,Jackie Chan,Chinese,karate
1136,unique,5,2,different,special,aline
1136,romance,5,2,love,dating,together
1136,justice,5,3,right,law,even
1136,boring,5,1,dull,dim,bland
1136,original,5,2,new,mine,begin
1136,robots,5,3,steel,ai,men
1136,great soundtrack,2,2,music,enjoy ,interesting
1136,western,5,1,spaghetti,cowboy,horse
1136,horror,5,2,scary,strange,monsters
1136,nonlinear,1,1,straight,line,out of sync
1132,predictable,5,5,Google ,Walter Moryan ,@ Amazon.com
1132,end of the world,5,1,Getting in a Car w/,Anyone ~that~ Was,Drinking Alcohol.
1132,animation,5,5,Realizm ,Cartoons ,Graphics 
1132,boring,5,1,Boston,Red Sux,Baseball
1132,existentialism,1,1,No,Clue,Whatever 
1132,surreal,5,2,Wow,Life,Almost
1132,twist ending,5,5,"November 37,2004",Robert Barry Jr,Said he Could Drive
1132,documentary,5,5,Real,Life,Story
1132,thought-provoking,5,1,Wanting,Too,Fight
1132,funny,5,5,How do You Make,A Tissue Dance. . .,Put a Lil Boogie in it
1140,stylized,5,5,lighting,surface,fantasy
1140,visually appealing,5,5,lighting,special effects,fiction
1140,time travel,3,2,future,past,adventure
1140,fantasy,4,5,other worlds,adventure,fiction
1140,predictable,5,4,romantic comedy,scripted,narrative
1140,disturbing,4,2,violence,horror,taboo
1140,serial killer,4,2,violent,psychological,thriller
1140,dystopia,5,4,alternate world,political,fantasy
1140,documentary,5,5,realism,observational,subjective
1140,drama,5,4,emotional,intense action,social issues
1143,existentialism,3,3,You don't have to stay anywhere forever.,All that is transitory is but a metaphor.,I thought of the people before me who had looked down at the river and gone to sleep beneath it.
1143,funny,4,4,What is the funniest chocolate candy bar? Snickers.,I'm on a seafood diet. I see food and I eat it. ,Of course I talked to myself. Sometime I need expert advice.
1143,animation,4,4,Animation is not the art of drawing that move but the art of movements that are drawn.,A lot of the time in animation is spent getting the story right-that's something you can't rush.,Animation is about creating the illusion of life. And you can't create if you don't have one. 
1144,horror,4,3,scary,frightening,fiction
1144,surreal,3,3,real,actual happenning,in real life
1144,culture clash,3,3,clan war,tribe war,ethnic group war
1144,suspense,3,3,uncertain ,waiting for what happen next,anxiety
1144,aliens,4,3,E.T,Living in other planet,not in this world
1144,justice,4,3,gain winning,have a peace of mind,pairness
1144,stylized,3,3,Fashion,dress beautifully,wear
1144,self discovery,3,3,brooding,finding self,self reflections
1144,prison,3,3,rehabilitation,lock up,jail
1144,inspirational,4,4,determind,motibated,eager
1149,romance,5,3,Love,Attraction,Idyllic
1149,funny,5,5,Comedy,Slapstick,Witty
1149,thought-provoking,4,3,Suspense,Mystery,Intense
1149,cyberpunk,5,4,Technology,Sci-fi,Robotic
1149,end of the world,5,2,Survival,Apocalypse,Cataclysm
1149,animation,5,5,Computer generated,Hand drawn,Stop motion
1149,stylized,3,3,Fashion,Design,Art
1149,violence,5,4,Fighting,War,Martial arts
1149,tense,5,4,Suspense,Fear,Insecurity
1149,environmental,5,3,The Earth,Trees,Pollution
1145,adventure,5,4,travel,search for treasure,discover new land
1145,justice,4,3,court,police,judge
