UID,movie,tag,rating,easy
1401,"Shawshank Redemption, The (1994)",art house,1,Agree
1401,Taxi Driver (1976),hallucinatory,1,Agree
1401,This Is Spinal Tap (1984),documentary,2,Neither agree nor disagree
1401,American Beauty (1999),plot twist,2,Neither agree nor disagree
1401,Pulp Fiction (1994),action,5,Agree
1401,Braveheart (1995),twists & turns,1,Agree
1401,Dumb & Dumber (1994),hilarious,5,Strongly agree
1405,"Silence of the Lambs, The (1991)",predictable,2,
1405,Independence Day (a.k.a. ID4) (1996),aliens,5,Agree
1405,Forrest Gump (1994),mystery,2,Disagree
1405,Terminator 2: Judgment Day (1991),philosophical,3,Neither agree nor disagree
1405,True Lies (1994),predictable,2,Disagree
1405,Star Wars: Episode IV - A New Hope (1977),psychological,1,
1405,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),tense,3,Agree
1405,Aliens (1986),horror,4,Agree
1405,"Shawshank Redemption, The (1994)",psychological,5,Strongly agree
1405,Star Wars: Episode VI - Return of the Jedi (1983),witty,3,Agree
1406,True Lies (1994),predictable,3,Neither agree nor disagree
1406,Terminator 2: Judgment Day (1991),philosophical,2,Disagree
1406,Star Wars: Episode IV - A New Hope (1977),psychological,3,Neither agree nor disagree
1406,Jurassic Park (1993),disturbing,2,Strongly disagree
1406,"English Patient, The (1996)",boring,5,Agree
1406,Pulp Fiction (1994),action,5,Agree
1406,American Beauty (1999),drugs,5,Agree
1406,"Shawshank Redemption, The (1994)",art house,3,Neither agree nor disagree
1406,Star Wars: Episode VI - Return of the Jedi (1983),witty,2,Neither agree nor disagree
1406,"Silence of the Lambs, The (1991)",twist ending,4,Agree
1398,Forrest Gump (1994),mockumentary,2,Strongly disagree
1398,Jurassic Park (1993),disturbing,4,Neither agree nor disagree
1398,"Matrix, The (1999)",adventure,5,Agree
1398,Independence Day (a.k.a. ID4) (1996),aliens,5,Strongly agree
1398,Blade Runner (1982),art house,4,Agree
1398,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),plot twist,5,Agree
1398,"Fugitive, The (1993)",violence,5,Strongly agree
1398,It's a Wonderful Life (1946),world war ii,-1,Strongly disagree
1398,True Lies (1994),predictable,4,Agree
1398,Batman Forever (1995),comic book,5,Strongly agree
1411,"Nightmare Before Christmas, The (1993)",christmas,3,
1411,Forrest Gump (1994),cyberpunk,1,Strongly agree
1411,Groundhog Day (1993),existentialism,3,Agree
1411,"Shawshank Redemption, The (1994)",art house,-1,Disagree
1411,Willy Wonka & the Chocolate Factory (1971),surreal,4,Agree
1411,It's a Wonderful Life (1946),christmas,5,Strongly agree
1407,Terminator 2: Judgment Day (1991),philosophical,3,Agree
1407,Being John Malkovich (1999),quirky,5,Strongly agree
1407,Independence Day (a.k.a. ID4) (1996),aliens,5,Strongly agree
1407,Forrest Gump (1994),mystery,1,Agree
1407,"Shawshank Redemption, The (1994)",twists & turns,5,Agree
1407,Pulp Fiction (1994),action,4,Agree
1407,"Silence of the Lambs, The (1991)",comic book,1,Strongly agree
1407,Jurassic Park (1993),disturbing,4,Agree
1407,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),tense,4,Neither agree nor disagree
1407,It's a Wonderful Life (1946),world war ii,3,Neither agree nor disagree
1412,Edward Scissorhands (1990),unique,4,Agree
1412,"Silence of the Lambs, The (1991)",world war ii,1,Strongly agree
1412,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),mystery,3,Agree
1412,American Beauty (1999),plot twist,3,Agree
1412,National Treasure (2004),pirates,3,Disagree
1412,Beauty and the Beast (1991),musical,5,Strongly agree
1412,Star Wars: Episode V - The Empire Strikes Back (1980),fantasy,4,Agree
1412,Jurassic Park (1993),insanity,1,Strongly agree
1412,Forrest Gump (1994),stupid,2,Agree
1412,"Shawshank Redemption, The (1994)",nonlinear,2,Agree
1413,Pretty Woman (1990),romance,4,Agree
1413,Saving Private Ryan (1998),world war ii,5,Agree
1413,Clerks (1994),quirky,5,Agree
1413,Men in Black (a.k.a. MIB) (1997),comic book,3,Neither agree nor disagree
1413,"Matrix Reloaded, The (2003)",superhero,3,Neither agree nor disagree
1413,Twister (1996),stupid,2,Neither agree nor disagree
1413,"Shawshank Redemption, The (1994)",bittersweet,3,Neither agree nor disagree
1413,"Silence of the Lambs, The (1991)",drama,5,Strongly agree
1413,Slumdog Millionaire (2008),india,5,Strongly agree
1413,Forrest Gump (1994),aliens,1,Strongly disagree
1415,Reservoir Dogs (1992),mafia,3,Disagree
1415,Minority Report (2002),robots,5,Agree
1415,Men in Black (a.k.a. MIB) (1997),comic book,1,Strongly disagree
1415,Monsoon Wedding (2001),india,5,Strongly agree
1415,"Matrix Reloaded, The (2003)",superhero,4,Agree
1415,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),thought-provoking,2,Disagree
1410,Beetlejuice (1988),horror,2,Disagree
1410,This Is Spinal Tap (1984),documentary,2,Disagree
1410,Reservoir Dogs (1992),mafia,3,Neither agree nor disagree
1410,Random Hearts (1999),boring,2,Disagree
1410,Twister (1996),stupid,1,Strongly disagree
1410,Star Wars: Episode IV - A New Hope (1977),adventure,5,Strongly agree
1410,Forrest Gump (1994),religion,1,Strongly disagree
1410,Titanic (1997),romance,5,Strongly agree
1410,"Shawshank Redemption, The (1994)",culture clash,3,Neither agree nor disagree
1410,Star Wars: Episode VI - Return of the Jedi (1983),inspirational,4,Agree
1420,"Fugitive, The (1993)",visually appealing,4,Agree
1421,Princess Mononoke (Mononoke-hime) (1997),environmental,2,Disagree
1418,"Pianist, The (2002)",holocaust,5,Strongly agree
1418,Beauty and the Beast (1991),suspense,3,Neither agree nor disagree
1418,"Rock, The (1996)",prison,3,Agree
1418,Braveheart (1995),adventure,5,
1418,Men in Black (a.k.a. MIB) (1997),comic book,3,Disagree
1418,"Lion King, The (1994)",animation,5,Agree
1418,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Agree
1418,"Silence of the Lambs, The (1991)",adventure,4,Neither agree nor disagree
1418,Forrest Gump (1994),world war ii,4,Neither agree nor disagree
1418,Back to the Future (1985),comedy,5,Agree
1416,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),steampunk,4,Agree
1416,Chasing Amy (1997),comic book,5,
1416,Men in Black (a.k.a. MIB) (1997),comic book,1,Neither agree nor disagree
1416,Lethal Weapon 3 (1992),martial arts,1,
1416,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),mockumentary,2,Disagree
1416,Braveheart (1995),nonlinear,2,Agree
1416,"Shawshank Redemption, The (1994)",culture clash,3,Agree
1416,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),dystopia,4,Agree
1416,Kill Bill: Vol. 2 (2004),martial arts,5,Strongly agree
1416,Forrest Gump (1994),religion,5,Agree
1419,Groundhog Day (1993),existentialism,4,Agree
1419,Bend It Like Beckham (2002),india,5,Agree
1419,Back to the Future Part III (1990),western,4,
1419,Forrest Gump (1994),western,5,Agree
1419,"Lion King, The (1994)",animation,5,Strongly agree
1419,Alien (1979),horror,5,Strongly agree
1419,Batman (1989),film noir,5,Agree
1419,"Goonies, The (1985)",pirates,3,Agree
1419,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),steampunk,4,Neither agree nor disagree
1419,"Silence of the Lambs, The (1991)",twists & turns,5,Strongly agree
1422,One Flew Over the Cuckoo's Nest (1975),prison,1,Strongly disagree
1422,"Fugitive, The (1993)",visually appealing,2,Disagree
1422,"Blair Witch Project, The (1999)",boring,1,Strongly disagree
1422,Wild Wild West (1999),western,4,Strongly agree
1422,Kill Bill: Vol. 1 (2003),martial arts,4,Strongly agree
1422,Edward Scissorhands (1990),unique,5,Strongly agree
1422,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),mockumentary,5,Strongly agree
1422,Forrest Gump (1994),horror,1,Strongly disagree
1423,Men in Black (a.k.a. MIB) (1997),humorous,4,Agree
1423,Maverick (1994),western,5,Strongly agree
1423,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,4,Agree
1423,"Fugitive, The (1993)",visually appealing,5,Strongly agree
1423,Forrest Gump (1994),christmas,1,Agree
1423,Batman Forever (1995),superhero,5,Strongly agree
1423,"Silence of the Lambs, The (1991)",drama,5,Agree
1423,"Rock, The (1996)",prison,4,Agree
1423,"Shawshank Redemption, The (1994)",original,5,Strongly agree
1423,Terminator 2: Judgment Day (1991),twists & turns,4,Agree
1425,"Shawshank Redemption, The (1994)",surreal,1,Strongly agree
1425,Forrest Gump (1994),mystery,1,Strongly agree
1425,Best in Show (2000),mockumentary,5,Strongly agree
1425,Mrs. Doubtfire (1993),funny,5,Strongly agree
1425,Six Days Seven Nights (1998),pirates,2,Disagree
1425,American Beauty (1999),satire,2,Disagree
1425,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",steampunk,3,Agree
1425,Die Hard (1988),christmas,5,Strongly agree
1425,"O Brother, Where Art Thou? (2000)",musical,5,Strongly agree
1425,"Mask, The (1994)",superhero,4,Agree
1427,Contact (1997),religion,4,Strongly agree
1427,"Goonies, The (1985)",pirates,5,Strongly agree
1427,My Cousin Vinny (1992),culture clash,5,Strongly agree
1427,"Shawshank Redemption, The (1994)",action,2,Strongly agree
1427,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),unique,3,Agree
1427,Best in Show (2000),mockumentary,5,Strongly agree
1427,"Pianist, The (2002)",holocaust,5,Strongly agree
1427,"Silence of the Lambs, The (1991)",hallucinatory,1,Agree
1427,Fight Club (1999),social commentary,5,Strongly agree
1427,Alien (1979),horror,5,Strongly agree
1429,Jurassic Park (1993),nonlinear,4,Agree
1429,Mrs. Doubtfire (1993),funny,5,Strongly agree
1432,"Shawshank Redemption, The (1994)",tense,4,Disagree
1432,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),psychological,5,Strongly agree
1432,"Godfather, The (1972)",stylized,5,Strongly agree
1432,Die Hard (1988),christmas,4,Agree
1432,Blade Runner (1982),cyberpunk,5,Strongly agree
1432,Forrest Gump (1994),musical,1,Strongly agree
1432,Memento (2000),mystery,5,Strongly agree
1432,"Matrix Reloaded, The (2003)",superhero,3,Agree
1432,"Silence of the Lambs, The (1991)",hilarious,1,Strongly agree
1432,Pirates of the Caribbean: The Curse of the Black Pearl (2003),war,2,Strongly agree
1433,Clerks (1994),quirky,4,Agree
1433,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Strongly agree
1433,Batman Forever (1995),culture clash,3,Disagree
1433,"Shawshank Redemption, The (1994)",atmospheric,2,Disagree
1433,Fight Club (1999),social commentary,3,Disagree
1433,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),end of the world,4,Neither agree nor disagree
1433,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),historical,4,Neither agree nor disagree
1433,Toy Story (1995),overrated,1,Strongly agree
1433,Die Hard (1988),christmas,1,Agree
1433,Jurassic Park (1993),fantasy,4,Agree
1434,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,
1434,Braveheart (1995),war,5,Strongly agree
1434,"Silence of the Lambs, The (1991)",world war ii,1,Strongly agree
1434,Forrest Gump (1994),stupid,4,Agree
1434,"Day After Tomorrow, The (2004)",environmental,5,Strongly agree
1434,Beauty and the Beast (1991),musical,3,Agree
1434,Kill Bill: Vol. 1 (2003),martial arts,5,Strongly agree
1434,"Goonies, The (1985)",pirates,3,Strongly agree
1434,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),steampunk,5,Strongly agree
1434,Toy Story (1995),original,3,Agree
1435,"Shawshank Redemption, The (1994)",film noir,1,Strongly agree
1435,Star Wars: Episode V - The Empire Strikes Back (1980),fantasy,1,Strongly agree
1435,"Wizard of Oz, The (1939)",musical,3,Strongly agree
1435,Ace Ventura: Pet Detective (1994),drama,1,Strongly agree
1435,Jurassic Park (1993),insanity,1,Strongly agree
1435,"Silence of the Lambs, The (1991)",christmas,1,Strongly agree
1435,Clerks (1994),quirky,5,Strongly agree
1435,Forrest Gump (1994),mystery,1,Strongly agree
1435,Taxi Driver (1976),drugs,4,Agree
1435,Pulp Fiction (1994),surreal,3,Strongly agree
1439,Forrest Gump (1994),great soundtrack,4,Agree
1439,Aladdin (1992),animation,5,Agree
1439,Jurassic Park (1993),tense,5,Agree
1441,Beetlejuice (1988),horror,1,Strongly disagree
1441,Twister (1996),stupid,1,Strongly disagree
1441,"Truman Show, The (1998)",sci-fi,4,Agree
1441,"Goonies, The (1985)",pirates,5,Disagree
1441,Seven (a.k.a. Se7en) (1995),serial killer,5,Strongly agree
1441,"Shawshank Redemption, The (1994)",original,5,Strongly agree
1441,Minority Report (2002),robots,4,
1441,Mrs. Doubtfire (1993),funny,5,Strongly agree
1441,"Matrix, The (1999)",robots,4,Disagree
1441,Forrest Gump (1994),mockumentary,3,Disagree
1449,Into the Wild (2007),self discovery,4,Neither agree nor disagree
1449,Edward Scissorhands (1990),unique,4,Agree
1449,Minority Report (2002),robots,2,Neither agree nor disagree
1449,"Silence of the Lambs, The (1991)",great soundtrack,1,
1449,Blade Runner (1982),cyberpunk,5,Agree
1449,Forrest Gump (1994),great soundtrack,3,Agree
1449,Dogma (1999),religion,5,
1449,Contact (1997),religion,2,Agree
1449,"Shawshank Redemption, The (1994)",humorous,2,Neither agree nor disagree
1449,National Treasure (2004),pirates,2,Neither agree nor disagree
1457,"Lion King, The (1994)",animation,5,Strongly agree
1457,Titanic (1997),romance,5,Strongly agree
1457,Forrest Gump (1994),humorous,4,Agree
1456,Clerks (1994),quirky,5,
1456,Toy Story (1995),comedy,5,Strongly agree
1456,American Beauty (1999),plot twist,5,Strongly agree
1456,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),quirky,1,Strongly disagree
1456,Pulp Fiction (1994),artistic,5,Strongly agree
1456,Forrest Gump (1994),cyberpunk,1,Strongly disagree
1456,"Silence of the Lambs, The (1991)",violence,5,Strongly agree
1456,"Matrix Reloaded, The (2003)",superhero,5,Strongly agree
1456,Alien (1979),horror,5,Strongly agree
1456,Back to the Future (1985),time travel,5,Strongly agree
1459,"Silence of the Lambs, The (1991)",romance,1,Strongly agree
1459,"Shawshank Redemption, The (1994)",quirky,1,Strongly agree
1459,"Goonies, The (1985)",pirates,4,Strongly agree
1459,Eternal Sunshine of the Spotless Mind (2004),sci-fi,2,Strongly agree
1459,Trainspotting (1996),drugs,5,Strongly agree
1459,Forrest Gump (1994),fantasy,1,Strongly agree
1459,Edward Scissorhands (1990),unique,5,Strongly agree
1459,"Lion King, The (1994)",animation,5,Strongly agree
1459,Independence Day (a.k.a. ID4) (1996),futuristic,3,Strongly agree
1459,American History X (1998),holocaust,4,Strongly agree
1460,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),end of the world,5,Strongly agree
1460,Toy Story (1995),violence,2,Disagree
1460,Forrest Gump (1994),robots,1,Strongly agree
1460,Aladdin (1992),thriller,1,Strongly agree
1460,One Flew Over the Cuckoo's Nest (1975),prison,4,Agree
1460,"Wizard of Oz, The (1939)",musical,5,Strongly agree
1464,Saving Private Ryan (1998),world war ii,2,Strongly agree
1464,Six Days Seven Nights (1998),pirates,2,Neither agree nor disagree
1464,Forrest Gump (1994),humorous,-1,Neither agree nor disagree
1466,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Strongly agree
1466,While You Were Sleeping (1995),christmas,3,
1466,Men in Black (a.k.a. MIB) (1997),comic book,1,Neither agree nor disagree
1466,Forrest Gump (1994),fantasy,2,Neither agree nor disagree
1466,Billy Elliot (2000),self discovery,4,Agree
1466,"Nightmare Before Christmas, The (1993)",christmas,5,Strongly agree
1463,Reservoir Dogs (1992),mafia,5,Strongly agree
1463,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),mockumentary,5,Strongly agree
1463,True Lies (1994),quirky,3,Neither agree nor disagree
1463,Life Is Beautiful (La Vita è bella) (1997),holocaust,5,Strongly agree
1463,Forrest Gump (1994),humorous,1,Agree
1463,"Silence of the Lambs, The (1991)",hilarious,1,Strongly agree
1463,Blade Runner (1982),cyberpunk,5,Strongly agree
1463,Twister (1996),stupid,1,Agree
1463,Fahrenheit 9/11 (2004),documentary,5,Strongly agree
1463,"Fugitive, The (1993)",social commentary,3,Neither agree nor disagree
1470,Mission: Impossible II (2000),predictable,3,Agree
1470,"Shawshank Redemption, The (1994)",unique,4,Agree
1470,Forrest Gump (1994),robots,1,Strongly agree
1470,Dead Man Walking (1995),prison,5,Strongly agree
1470,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),end of the world,4,Strongly agree
1470,Fahrenheit 9/11 (2004),documentary,5,Strongly agree
1470,"Lion King, The (1994)",animation,5,Strongly agree
1470,Aladdin (1992),thriller,2,Agree
1470,Independence Day (a.k.a. ID4) (1996),stupid,1,Strongly agree
1474,You've Got Mail (1998),predictable,4,Agree
1474,Kill Bill: Vol. 1 (2003),martial arts,5,
1474,Seven (a.k.a. Se7en) (1995),mystery,5,Strongly agree
1474,Kill Bill: Vol. 2 (2004),martial arts,5,Strongly agree
1474,Forrest Gump (1994),robots,1,Agree
1474,"Shawshank Redemption, The (1994)",psychological,2,Agree
1474,Men in Black (a.k.a. MIB) (1997),humorous,4,Strongly agree
1476,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),twist ending,-1,Neither agree nor disagree
1476,Lethal Weapon 3 (1992),martial arts,5,Agree
1476,Blade Runner (1982),space,4,Neither agree nor disagree
1476,Forrest Gump (1994),steampunk,1,Agree
1476,Batman (1989),film noir,5,Strongly agree
1476,"Lion King, The (1994)",animation,5,Strongly agree
1476,Die Hard (1988),christmas,5,Strongly agree
1476,Beauty and the Beast (1991),musical,4,Agree
1476,"Silence of the Lambs, The (1991)",western,1,Strongly agree
1476,"Shawshank Redemption, The (1994)",twists & turns,4,Agree
1477,Ace Ventura: Pet Detective (1994),comedy,5,Agree
1477,"Silence of the Lambs, The (1991)",hallucinatory,2,Neither agree nor disagree
1477,Monty Python's Life of Brian (1979),mockumentary,5,Strongly agree
1477,"Mask, The (1994)",hilarious,4,Agree
1477,Die Hard (1988),christmas,5,Agree
1477,Kill Bill: Vol. 1 (2003),martial arts,5,Agree
1477,"Shawshank Redemption, The (1994)",film noir,-1,Neither agree nor disagree
1477,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Strongly agree
1477,Trainspotting (1996),drugs,5,Strongly agree
1477,Groundhog Day (1993),existentialism,-1,Neither agree nor disagree
1478,Forrest Gump (1994),documentary,1,Strongly agree
1478,"Silence of the Lambs, The (1991)",musical,1,Strongly agree
1478,Babe (1995),animation,2,Disagree
1478,Wild Wild West (1999),western,4,Agree
1478,Kill Bill: Vol. 2 (2004),martial arts,4,Agree
1467,"Fifth Element, The (1997)",comic book,4,Disagree
1467,Austin Powers: International Man of Mystery (1997),time travel,5,Neither agree nor disagree
1467,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),nonlinear,-1,Neither agree nor disagree
1467,"Matrix Reloaded, The (2003)",superhero,5,Agree
1467,Saving Private Ryan (1998),holocaust,1,Disagree
1467,"Lion King, The (1994)",animation,5,Agree
1467,Forrest Gump (1994),documentary,2,Neither agree nor disagree
1467,"Shawshank Redemption, The (1994)",atmospheric,2,Neither agree nor disagree
1479,Ace Ventura: When Nature Calls (1995),stupid,1,Agree
1481,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),mockumentary,5,Agree
1481,Lethal Weapon 3 (1992),martial arts,5,Agree
1481,"Matrix Reloaded, The (2003)",superhero,2,Disagree
1481,Back to the Future (1985),comedy,2,Neither agree nor disagree
1481,Toy Story (1995),witty,4,
1481,"Princess Bride, The (1987)",witty,5,Strongly agree
1481,Star Wars: Episode VI - Return of the Jedi (1983),war,4,Agree
1481,Memento (2000),mystery,5,Strongly agree
1481,"Silence of the Lambs, The (1991)",satire,1,Strongly disagree
1481,Forrest Gump (1994),stupid,1,Strongly disagree
1486,Blue Velvet (1986),art house,4,
1486,Twister (1996),stupid,1,Agree
1486,Stargate (1994),time travel,5,
1486,Forrest Gump (1994),western,5,Strongly agree
1486,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),action,5,Agree
1486,Batman Forever (1995),comic book,5,Agree
1486,Blade Runner (1982),art house,5,Agree
1486,"Matrix, The (1999)",thought-provoking,5,Strongly agree
1486,Austin Powers: International Man of Mystery (1997),time travel,5,Agree
1486,"Blair Witch Project, The (1999)",mockumentary,5,Agree
1487,Groundhog Day (1993),existentialism,4,Agree
1487,"Silence of the Lambs, The (1991)",twists & turns,2,Agree
1487,"Shawshank Redemption, The (1994)",action,3,Agree
1487,One Flew Over the Cuckoo's Nest (1975),prison,4,
1487,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),nonlinear,5,Strongly agree
1487,Forrest Gump (1994),pirates,1,Strongly disagree
1487,Fight Club (1999),social commentary,4,Neither agree nor disagree
1487,"Rock, The (1996)",prison,5,Strongly agree
1487,Slumdog Millionaire (2008),india,5,Strongly agree
1487,Lethal Weapon 3 (1992),martial arts,2,Agree
1491,Terminator 2: Judgment Day (1991),suspense,2,Agree
1491,"Shawshank Redemption, The (1994)",romance,1,
1491,Titanic (1997),romance,5,Agree
1492,"Godfather: Part II, The (1974)",mafia,5,Strongly agree
1492,Kill Bill: Vol. 1 (2003),martial arts,5,Strongly agree
1492,Ace Ventura: Pet Detective (1994),culture clash,3,Neither agree nor disagree
1492,Willy Wonka & the Chocolate Factory (1971),surreal,4,Agree
1492,Mission: Impossible II (2000),predictable,2,Disagree
1492,Back to the Future (1985),comedy,-1,Strongly agree
1492,Back to the Future Part III (1990),western,1,Strongly disagree
1492,"Matrix Reloaded, The (2003)",superhero,3,Neither agree nor disagree
1492,Aladdin (1992),thriller,2,Disagree
1492,Forrest Gump (1994),cyberpunk,1,Strongly disagree
1493,Babe (1995),animation,4,Agree
1493,"Silence of the Lambs, The (1991)",adventure,1,Strongly disagree
1493,"Shawshank Redemption, The (1994)",twists & turns,4,Strongly disagree
1494,"Silence of the Lambs, The (1991)",art house,5,Agree
1494,Aladdin (1992),animation,5,Strongly agree
1494,Pretty Woman (1990),original,4,Agree
1494,"Shawshank Redemption, The (1994)",drama,5,Agree
1494,Forrest Gump (1994),horror,1,Strongly agree
1495,Pirates of the Caribbean: The Curse of the Black Pearl (2003),war,4,Agree
1495,"Goonies, The (1985)",pirates,5,
1495,Forrest Gump (1994),pirates,1,Strongly agree
1496,Titanic (1997),romance,5,Strongly agree
1496,Forrest Gump (1994),robots,1,Agree
1496,"Matrix, The (1999)",atmospheric,3,Neither agree nor disagree
1496,Groundhog Day (1993),existentialism,4,Agree
1496,"Silence of the Lambs, The (1991)",art house,3,Neither agree nor disagree
1496,Being John Malkovich (1999),quirky,5,Strongly agree
1496,Pulp Fiction (1994),justice,4,Agree
1497,Pirates of the Caribbean: The Curse of the Black Pearl (2003),war,4,Agree
1498,L.A. Confidential (1997),film noir,4,Agree
1498,Monty Python's Life of Brian (1979),mockumentary,2,Disagree
1498,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),time travel,5,Strongly agree
1498,Forrest Gump (1994),pirates,1,Strongly disagree
1498,Dogma (1999),religion,5,Agree
1498,Memento (2000),mystery,5,Agree
1498,"Silence of the Lambs, The (1991)",steampunk,1,Strongly disagree
1498,"Shawshank Redemption, The (1994)",disturbing,4,Agree
1498,Beauty and the Beast (1991),suspense,4,Agree
1498,"Wizard of Oz, The (1939)",musical,5,Strongly agree
1505,Beauty and the Beast (1991),musical,5,Strongly agree
1505,Mrs. Doubtfire (1993),funny,5,Strongly agree
1505,Pi (1998),art house,-1,Neither agree nor disagree
1505,"Matrix Reloaded, The (2003)",superhero,3,Disagree
1505,"Truman Show, The (1998)",sci-fi,1,Agree
1505,Forrest Gump (1994),world war ii,2,Disagree
1505,"Lion King, The (1994)",animation,5,Strongly agree
1506,Willy Wonka & the Chocolate Factory (1971),surreal,5,
1506,Independence Day (a.k.a. ID4) (1996),end of the world,4,Neither agree nor disagree
1506,"Silence of the Lambs, The (1991)",surreal,3,
1506,"Usual Suspects, The (1995)",adventure,2,Disagree
1506,Forrest Gump (1994),world war ii,1,Strongly disagree
1506,Kill Bill: Vol. 1 (2003),martial arts,5,Agree
1506,Fight Club (1999),surreal,1,Disagree
1506,"Nightmare Before Christmas, The (1993)",christmas,4,Agree
1506,"Pianist, The (2002)",holocaust,5,Agree
1507,Lethal Weapon 3 (1992),martial arts,2,Disagree
1507,Fargo (1996),surreal,2,Agree
1507,Natural Born Killers (1994),serial killer,5,Strongly agree
1507,Best in Show (2000),mockumentary,5,Strongly agree
1507,Forrest Gump (1994),documentary,1,Strongly agree
1507,Edward Scissorhands (1990),unique,5,Strongly agree
1507,Clear and Present Danger (1994),original,2,Agree
1507,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),psychological,2,Disagree
1507,"Silence of the Lambs, The (1991)",fantasy,1,Strongly agree
1507,Fight Club (1999),existentialism,5,Strongly agree
1508,Toy Story (1995),overrated,1,Strongly disagree
1508,"Shawshank Redemption, The (1994)",tense,4,Neither agree nor disagree
1508,Princess Mononoke (Mononoke-hime) (1997),environmental,3,Agree
1508,"Pianist, The (2002)",holocaust,5,Strongly agree
1508,Forrest Gump (1994),documentary,2,
1508,Monty Python's Life of Brian (1979),mockumentary,5,Strongly agree
1508,"Silence of the Lambs, The (1991)",documentary,1,Strongly disagree
1508,Jurassic Park (1993),serial killer,1,Strongly disagree
1508,"Clockwork Orange, A (1971)",satire,2,Neither agree nor disagree
1508,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),action,3,Neither agree nor disagree
1509,Batman Forever (1995),culture clash,3,Disagree
1509,Beetlejuice (1988),horror,5,
1509,"Shawshank Redemption, The (1994)",surreal,5,Neither agree nor disagree
1509,Braveheart (1995),nonlinear,5,Neither agree nor disagree
1509,Alien (1979),horror,5,Neither agree nor disagree
1509,"Silence of the Lambs, The (1991)",pirates,1,Neither agree nor disagree
1509,Dead Man Walking (1995),prison,4,Agree
1509,"Lord of the Rings: The Two Towers, The (2002)",historical,5,Agree
1509,"Godfather: Part II, The (1974)",mafia,4,Neither agree nor disagree
1509,"Matrix Reloaded, The (2003)",superhero,5,Agree
1514,Forrest Gump (1994),documentary,1,Strongly agree
1514,Batman Forever (1995),comic book,5,Strongly agree
1514,"Matrix, The (1999)",adventure,5,Strongly agree
1514,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),mockumentary,5,Agree
1514,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),time travel,5,
1514,"Silence of the Lambs, The (1991)",hilarious,1,Agree
1514,Beauty and the Beast (1991),musical,5,Agree
1514,Austin Powers: International Man of Mystery (1997),time travel,5,Agree
1514,"Matrix Reloaded, The (2003)",superhero,1,Agree
1514,Memento (2000),mystery,5,Strongly agree
1515,Austin Powers: International Man of Mystery (1997),time travel,4,Agree
1515,Ace Ventura: Pet Detective (1994),comedy,5,Strongly agree
1515,"Matrix, The (1999)",dystopia,5,Strongly agree
1515,Titanic (1997),romance,5,Strongly agree
1515,"Lord of the Rings: The Two Towers, The (2002)",historical,2,Agree
1516,Independence Day (a.k.a. ID4) (1996),artistic,1,Strongly agree
1516,Dumb & Dumber (1994),hilarious,5,Strongly agree
1516,Beauty and the Beast (1991),musical,5,Strongly agree
1516,Forrest Gump (1994),horror,1,Strongly agree
1516,Babe (1995),animation,1,Strongly agree
1516,"Shawshank Redemption, The (1994)",twists & turns,4,Agree
1516,Star Wars: Episode IV - A New Hope (1977),psychological,1,Agree
1516,"Mask, The (1994)",superhero,3,Neither agree nor disagree
1516,Kill Bill: Vol. 2 (2004),martial arts,5,Strongly agree
1516,"Princess Bride, The (1987)",witty,5,Strongly agree
